"id","woonplaats","gemeente","provincie","latitude","longitude"
2698,"Gulpen","Gulpen-Wittem","Limburg",50.8100161,5.8888138
2700,"Ingber","Gulpen-Wittem","Limburg",50.8182441,5.8596677
2701,"Reijmerstok","Gulpen-Wittem","Limburg",50.8010119,5.8396199
2702,"Heijenrath","Gulpen-Wittem","Limburg",50.7761248,5.8742237
2703,"Slenaken","Gulpen-Wittem","Limburg",50.7686548,5.8613458
2704,"Beutenaken","Gulpen-Wittem","Limburg",50.7814337,5.8555215
2705,"Mechelen","Gulpen-Wittem","Limburg",50.7953616,5.9247456
2706,"Epen","Gulpen-Wittem","Limburg",50.7748368,5.9137339
2707,"Wittem","Gulpen-Wittem","Limburg",50.8137818,5.9121234
2708,"Eys","Gulpen-Wittem","Limburg",50.8257683,5.9349048
2709,"Elkenrade","Gulpen-Wittem","Limburg",50.8410995,5.9183908
2710,"Vaals","Vaals","Limburg",50.7707927,6.0187953
2712,"Vijlen","Vaals","Limburg",50.7887847,5.9632976
2713,"Lemiers","Vaals","Limburg",50.7854894,5.9924527
2716,"Schin op Geul","Valkenburg aan de Geul","Limburg",50.8537836,5.873265
2717,"Scheulder","Eijsden-Margraten","Limburg",50.8294318,5.8426081
2718,"Ransdaal","Voerendaal","Limburg",50.8578128,5.8819227
2720,"Wijlre","Gulpen-Wittem","Limburg",50.8328661,5.89428
2721,"Berg en Terblijt","Valkenburg aan de Geul","Limburg",50.86112,5.78447
2722,"Schimmert","Beekdaelen","Limburg",50.9064579,5.8261927
2723,"Hulsberg","Beekdaelen","Limburg",50.889875,5.8578124
2724,"Walem","Valkenburg aan de Geul","Limburg",50.8642273,5.8711971
2726,"Klimmen","Voerendaal","Limburg",50.8716769,5.8846898
2727,"Bocholtz","Simpelveld","Limburg",50.8180412,6.0088551
2728,"Baneheide","Simpelveld","Limburg",50.8183424,5.9753571
2729,"Nuth","Beekdaelen","Limburg",50.919009,5.8871214
2731,"Wijnandsrade","Beekdaelen","Limburg",50.9053628,5.8836304
2732,"Schinnen","Beekdaelen","Limburg",50.9436467,5.8793607
2733,"Voerendaal","Voerendaal","Limburg",50.8725871,5.9253165
2734,"Simpelveld","Simpelveld","Limburg",50.8340269,5.9826108
2735,"Landgraaf","Landgraaf","Limburg",50.9052835,6.024469
2740,"Heerlen","Heerlen","Limburg",50.8853317,5.9764042
2753,"Hoensbroek","Heerlen","Limburg",50.9383579,5.9787478
2757,"Amstenrade","Beekdaelen","Limburg",50.9394805,5.9247853
2758,"Oirsbeek","Beekdaelen","Limburg",50.9501105,5.9079467
2759,"Doenrade","Beekdaelen","Limburg",50.9677447,5.9064088
2760,"Brunssum","Brunssum","Limburg",50.9443284,5.9695188
2767,"Merkelbeek","Beekdaelen","Limburg",50.9539439,5.9400246
2768,"Schinveld","Beekdaelen","Limburg",50.9822602,6.0045724
2770,"Jabeek","Beekdaelen","Limburg",50.9812482,5.9408642
2771,"Bingelrade","Beekdaelen","Limburg",50.9762479,5.9261389
2772,"Kerkrade","Kerkrade","Limburg",50.8647494,6.0652729
2782,"Eygelshoven","Kerkrade","Limburg",50.8920268,6.0591374
2783,"Nijmegen","Nijmegen","Gelderland",51.8469018,5.8659734
2809,"Weurt","Beuningen","Gelderland",51.8601965,5.8094841
2811,"Groesbeek","Berg en Dal","Gelderland",51.7776679,5.9323548
2814,"Heilig Landstichting","Berg en Dal","Gelderland",51.8144753,5.8893539
2815,"Millingen aan de Rijn","Berg en Dal","Gelderland",51.8633,6.0475
2816,"Berg en Dal","Berg en Dal","Gelderland",51.8115994,5.9254694
2818,"Beek-Ubbergen","Berg en Dal","Gelderland",51.8325697,5.9299505
2819,"Ubbergen","Berg en Dal","Gelderland",51.8368067,5.9022384
2820,"Persingen","Berg en Dal","Gelderland",51.8410511,5.9181207
2821,"Ooij","Berg en Dal","Gelderland",51.8546481,5.9391535
2822,"Erlecom","Berg en Dal","Gelderland",51.8480833,5.9612034
2823,"Leuth","Berg en Dal","Gelderland",51.8376223,5.9930785
2824,"Kekerdom","Berg en Dal","Gelderland",51.8646192,6.0094122
2825,"Malden","Heumen","Gelderland",51.7961234,5.8257646
2827,"Heumen","Heumen","Gelderland",51.7645323,5.8431502
2828,"Molenhoek","Mook en Middelaar","Limburg",51.7650181,5.8699691
2829,"Mook","Mook en Middelaar","Limburg",51.7514159,5.8834801
2830,"Plasmolen","Mook en Middelaar","Limburg",51.7358346,5.9251617
2831,"Middelaar","Mook en Middelaar","Limburg",51.7247379,5.9156076
2832,"Gennep","Gennep","Limburg",51.701983,5.9680414
2834,"Ottersum","Gennep","Limburg",51.7024505,5.9845826
2835,"Milsbeek","Gennep","Limburg",51.7265999,5.9507431
2836,"Heijen","Gennep","Limburg",51.674561,5.9788072
2837,"Ven-Zelderheide","Gennep","Limburg",51.7119985,6.0234434
2838,"Wijchen","Wijchen","Gelderland",51.8084742,5.7276577
2844,"Niftrik","Wijchen","Gelderland",51.7964381,5.6712102
2845,"Overasselt","Heumen","Gelderland",51.7615399,5.7856131
2847,"Nederasselt","Heumen","Gelderland",51.7721853,5.7434596
2848,"Balgoij","Wijchen","Gelderland",51.780278,5.713889
2849,"Leur","Wijchen","Gelderland",51.8184636,5.6936586
2850,"Hernen","Wijchen","Gelderland",51.8339481,5.6805759
2851,"Bergharen","Wijchen","Gelderland",51.8504049,5.6661841
2852,"Dreumel","West Maas en Waal","Gelderland",51.8362556,5.486937
2854,"Heerewaarden","Maasdriel","Gelderland",51.8173181,5.3930495
2856,"Maasbommel","West Maas en Waal","Gelderland",51.8216389,5.534452
2857,"Altforst","West Maas en Waal","Gelderland",51.8492801,5.565354
2858,"Appeltern","West Maas en Waal","Gelderland",51.8321175,5.5846537
2859,"Horssen","Druten","Gelderland",51.8551824,5.609271
2860,"Batenburg","Wijchen","Gelderland",51.8224967,5.6295322
2861,"Beuningen","Beuningen","Gelderland",51.8635875,5.7798237
2864,"Ewijk","Beuningen","Gelderland",51.869987,5.7374579
2865,"Winssen","Beuningen","Gelderland",51.8817876,5.7067548
2866,"Druten","Druten","Gelderland",51.888554,5.6046552
2869,"Deest","Druten","Gelderland",51.8892306,5.6660108
2871,"Puiflijk","Druten","Gelderland",51.8784055,5.5909275
2872,"Boven-Leeuwen","West Maas en Waal","Gelderland",51.885586,5.551554
2873,"Beneden-Leeuwen","West Maas en Waal","Gelderland",51.8823027,5.5178903
2874,"Wamel","West Maas en Waal","Gelderland",51.8775456,5.4576816
2878,"Lent","Nijmegen","Gelderland",51.8620511,5.8671918
2879,"Driel","Overbetuwe","Gelderland",51.9621243,5.8119397
2880,"Heteren","Overbetuwe","Gelderland",51.9599741,5.7509005
2881,"Randwijk","Overbetuwe","Gelderland",51.9529593,5.709109
2882,"Dodewaard","Neder-Betuwe","Gelderland",51.9105136,5.6568202
2883,"Zetten","Overbetuwe","Gelderland",51.9275855,5.7133445
2885,"Hemmen","Overbetuwe","Gelderland",51.9342706,5.6999306
2886,"Andelst","Overbetuwe","Gelderland",51.9074859,5.7288373
2887,"Herveld","Overbetuwe","Gelderland",51.9030519,5.7536219
2888,"Valburg","Overbetuwe","Gelderland",51.9108668,5.7881438
2889,"Homoet","Overbetuwe","Gelderland",51.933841,5.79026
2890,"Slijk-Ewijk","Overbetuwe","Gelderland",51.8849709,5.7882905
2893,"Bemmel","Lingewaard","Gelderland",51.8924102,5.8907121
2895,"Ressen","Nijmegen","Gelderland",51.8899741,5.8681436
2897,"Haalderen","Lingewaard","Gelderland",51.8860922,5.92783
2898,"Doornenburg","Lingewaard","Gelderland",51.8899909,5.9996818
2899,"Angeren","Lingewaard","Gelderland",51.9163268,5.9568715
2900,"Gendt","Lingewaard","Gelderland",51.8781292,5.9702398
2902,"Wageningen","Wageningen","Gelderland",51.9647622,5.6629452
2912,"Ede","Ede","Gelderland",52.0431065,5.6682725
2921,"Bennekom","Ede","Gelderland",52.0289479,5.559304
2923,"Otterlo","Ede","Gelderland",52.0996367,5.773453
2924,"Harskamp","Ede","Gelderland",52.1348693,5.7495058
2925,"Wekerom","Ede","Gelderland",52.1123738,5.7152647
2926,"Lunteren","Ede","Gelderland",52.083613,5.6199265
2928,"Ederveen","Ede","Gelderland",52.0628171,5.5789161
2929,"De Klomp","Ede","Gelderland",52.0476361,5.5740299
2930,"Arnhem","Arnhem","Gelderland",52.0099492,5.9066406
2960,"Huissen","Lingewaard","Gelderland",51.936359,5.9426836
2963,"Oosterbeek","Renkum","Gelderland",51.9863321,5.844909
2966,"Doorwerth","Renkum","Gelderland",51.9799552,5.7998237
2967,"Heelsum","Renkum","Gelderland",51.9821438,5.752274
2968,"Renkum","Renkum","Gelderland",51.9759774,5.7931349
2970,"Wolfheze","Renkum","Gelderland",52.0024191,5.7861376
2971,"Deelen","Ede","Gelderland",52.0667189,5.8940333
2976,"Rozendaal","Rozendaal","Gelderland",52.0097855,5.9665074
2977,"Zevenaar","Zevenaar","Gelderland",51.9285355,6.0753605
2983,"Babberich","Zevenaar","Gelderland",51.9067702,6.1121712
2984,"Pannerden","Zevenaar","Gelderland",51.8880305,6.0447439
2985,"Aerdt","Zevenaar","Gelderland",51.8939934,6.083127
2986,"Herwen","Zevenaar","Gelderland",51.8871911,6.1022394
2987,"Lobith","Zevenaar","Gelderland",51.861895,6.1185933
2988,"Tolkamer","Zevenaar","Gelderland",51.852073,6.1032046
2990,"Duiven","Duiven","Gelderland",51.948974,6.0245889
2993,"Groessen","Duiven","Gelderland",51.9319086,6.0291449
2994,"Loo","Duiven","Gelderland",51.930351,5.9871029
2995,"Westervoort","Westervoort","Gelderland",51.9622027,5.9677696
2998,"Didam","Montferland","Gelderland",51.9411214,6.1288097
3001,"Dieren","Rheden","Gelderland",52.0509992,6.1011131
3005,"Ellecom","Rheden","Gelderland",52.0317786,6.0874534
3006,"Spankeren","Rheden","Gelderland",52.0580435,6.1125359
3007,"Laag-Soeren","Rheden","Gelderland",52.0835588,6.0739664
3008,"Eerbeek","Brummen","Gelderland",52.5329042,6.1127693
3010,"Hall","Brummen","Gelderland",52.1119999,6.1016524
3011,"Brummen","Brummen","Gelderland",52.0886365,6.1470846
3013,"Leuvenheim","Brummen","Gelderland",52.0745753,6.1393956
3014,"Tonden","Brummen","Gelderland",52.1379608,6.1323271
3015,"Doesburg","Doesburg","Gelderland",52.015169,6.1336114
3020,"Angerlo","Zevenaar","Gelderland",51.9956681,6.1334407
3021,"Giesbeek","Zevenaar","Gelderland",51.9937389,6.0707844
3022,"Lathum","Zevenaar","Gelderland",51.9877312,6.0199814
3023,"Rheden","Rheden","Gelderland",52.015792,6.024913
3025,"De Steeg","Rheden","Gelderland",52.0190867,6.0597786
3026,"Drempt","Bronckhorst","Gelderland",52.007799,6.1740024
3027,"Hoog-Keppel","Bronckhorst","Gelderland",52.005582,6.2038641
3028,"Laag-Keppel","Bronckhorst","Gelderland",51.9969999,6.2240648
3029,"Hummelo","Bronckhorst","Gelderland",52.0054488,6.2341555
3030,"Doetinchem","Doetinchem","Gelderland",51.9663828,6.2886137
3040,"Gaanderen","Doetinchem","Gelderland",51.9302044,6.3477531
3041,"Zelhem","Bronckhorst","Gelderland",51.9987779,6.3454761
3043,"Halle","Bronckhorst","Gelderland",51.9904752,6.4288122
3044,"Wehl","Doetinchem","Gelderland",51.9614684,6.2098276
3046,"Kilder","Montferland","Gelderland",51.9375549,6.2321038
3047,"Loerbeek","Montferland","Gelderland",51.9202429,6.1989397
3049,"Zeddam","Montferland","Gelderland",51.9033324,6.2583142
3050,"Stokkum","Montferland","Gelderland",51.8774173,6.2225361
3051,"'s-Heerenberg","Montferland","Gelderland",51.8746606,6.2455904
3053,"Lengel","Montferland","Gelderland",51.8861452,6.2667255
3054,"Azewijn","Montferland","Gelderland",51.8869632,6.3056136
3055,"Vethuizen","Montferland","Gelderland",51.9131842,6.300888
3056,"Braamt","Montferland","Gelderland",51.9226581,6.2643586
3057,"Wijnbergen","Montferland","Gelderland",51.9331305,6.2743088
3058,"Varsseveld","Oude IJsselstreek","Gelderland",51.9791259,6.4392719
3060,"Westendorp","Oude IJsselstreek","Gelderland",51.9502975,6.4132311
3061,"Heelweg","Oude IJsselstreek","Gelderland",51.971667,6.465556
3062,"Terborg","Oude IJsselstreek","Gelderland",51.9198625,6.3604636
3064,"Silvolde","Oude IJsselstreek","Gelderland",51.9094896,6.3849034
3065,"Sinderen","Oude IJsselstreek","Gelderland",51.9045837,6.4611313
3066,"Ulft","Oude IJsselstreek","Gelderland",51.89014,6.38044
3068,"Etten","Oude IJsselstreek","Gelderland",51.9158139,6.3387627
3069,"Varsselder-Veldhunten","Oude IJsselstreek","Gelderland",51.8835365,6.3441366
3070,"Netterden","Oude IJsselstreek","Gelderland",51.8560488,6.3138811
3071,"Megchelen","Oude IJsselstreek","Gelderland",51.8386731,6.3935931
3072,"Gendringen","Oude IJsselstreek","Gelderland",51.8734055,6.374097
3074,"Voorst","Oude IJsselstreek","Gelderland",51.8764719,6.4163392
3075,"Breedenbroek","Oude IJsselstreek","Gelderland",51.8757895,6.4692446
3076,"Dinxperlo","Aalten","Gelderland",51.8614859,6.487853
3078,"De Heurne","Aalten","Gelderland",51.8894094,6.4912905
3079,"Winterswijk","Winterswijk","Gelderland",51.9725966,6.7182648
3083,"Winterswijk Meddo","Winterswijk","Gelderland",52.0126958,6.7049291
3084,"Winterswijk Huppel","Winterswijk","Gelderland",52.002875,6.7585034
3085,"Winterswijk Ratum","Winterswijk","Gelderland",51.9769898,6.8099513
3086,"Winterswijk Kotten","Winterswijk","Gelderland",51.9384239,6.7698806
3087,"Winterswijk Woold","Winterswijk","Gelderland",51.925388,6.7193026
3088,"Winterswijk Miste","Winterswijk","Gelderland",51.9444578,6.6601764
3089,"Winterswijk Henxel","Winterswijk","Gelderland",51.9819552,6.7558951
3090,"Winterswijk Brinkheurne","Winterswijk","Gelderland",51.9504426,6.7457105
3091,"Winterswijk Corle","Winterswijk","Gelderland",51.9633551,6.6516469
3092,"Aalten","Aalten","Gelderland",51.9273137,6.581382
3096,"Heurne","Aalten","Gelderland",52.014433,6.4405166
3097,"Bredevoort","Aalten","Gelderland",51.9421422,6.6184985
3098,"Lichtenvoorde","Oost Gelre","Gelderland",51.9941586,6.5880118
3101,"Vragender","Oost Gelre","Gelderland",51.986733,6.6117406
3102,"Harreveld","Oost Gelre","Gelderland",51.9802834,6.5144451
3103,"Zieuwent","Oost Gelre","Gelderland",52.0034671,6.5196681
3104,"Lievelde","Oost Gelre","Gelderland",52.0095187,6.5947685
3105,"Groenlo","Oost Gelre","Gelderland",52.04102,6.61924
3108,"Eibergen","Berkelland","Gelderland",52.10221,6.64713
3111,"Beltrum","Berkelland","Gelderland",52.0680567,6.5634316
3112,"Rekken","Berkelland","Gelderland",52.0941369,6.723281
3113,"Neede","Berkelland","Gelderland",52.1168296,6.5307119
3115,"Rietmolen","Berkelland","Gelderland",52.1406755,6.6627635
3116,"Zutphen","Zutphen","Gelderland",52.1580835,6.2064546
3124,"Eefde","Lochem","Gelderland",52.1640328,6.2314647
3125,"Gorssel","Lochem","Gelderland",52.201424,6.2011394
3126,"Epse","Lochem","Gelderland",52.2250088,6.2020898
3127,"Joppe","Lochem","Gelderland",52.208341,6.2307681
3128,"Kring van Dorth","Lochem","Gelderland",52.2205894,6.2680259
3129,"Harfsen","Lochem","Gelderland",52.2072171,6.2973588
3130,"Almen","Lochem","Gelderland",52.1579224,6.3023448
3131,"Steenderen","Bronckhorst","Gelderland",52.0633705,6.1877242
3133,"Baak","Bronckhorst","Gelderland",52.0762516,6.2252849
3134,"Rha","Bronckhorst","Gelderland",52.0540092,6.1451152
3135,"Olburgen","Bronckhorst","Gelderland",52.0456583,6.123997
3136,"Bronkhorst","Bronckhorst","Gelderland",52.0757855,6.1809748
3137,"Toldijk","Bronckhorst","Gelderland",52.053962,6.221237
3138,"Warnsveld","Zutphen","Gelderland",52.1330792,6.2893337
3141,"Vierakker","Bronckhorst","Gelderland",52.1075872,6.2350546
3142,"Wichmond","Bronckhorst","Gelderland",52.0900691,6.2596307
3143,"Lochem","Lochem","Gelderland",52.1616213,6.4151762
3146,"Barchem","Lochem","Gelderland",52.1242208,6.4486221
3148,"Vorden","Bronckhorst","Gelderland",52.1012912,6.3223282
3150,"Hengelo","Bronckhorst","Gelderland",52.0520215,6.3113901
3151,"Keijenborg","Bronckhorst","Gelderland",52.0291979,6.2977603
3152,"Ruurlo","Berkelland","Gelderland",52.0788928,6.4449674
3154,"MariÃ«nvelde","Oost Gelre","Gelderland",52.0166667,6.4666667
3155,"Borculo","Berkelland","Gelderland",52.1146148,6.5243397
3157,"Haarlo","Berkelland","Gelderland",52.111698,6.5803627
3158,"Geesteren","Berkelland","Gelderland",52.1388797,6.5258544
3159,"Gelselaar","Berkelland","Gelderland",52.1701382,6.5244158
3160,"Apeldoorn","Apeldoorn","Gelderland",52.2205307,5.988588
3187,"Ugchelen","Apeldoorn","Gelderland",52.1771238,5.8931714
3188,"Beemte Broekland","Apeldoorn","Gelderland",52.255833,5.99
3189,"Wenum Wiesel","Apeldoorn","Gelderland",52.2446684,5.9278042
3190,"Hoog Soeren","Apeldoorn","Gelderland",52.205141,5.8655143
3191,"Radio Kootwijk","Apeldoorn","Gelderland",52.1745753,5.827017
3192,"Hoenderloo","Ede","Gelderland",52.1182068,5.8777855
3195,"Beekbergen","Apeldoorn","Gelderland",52.1370377,6.0024405
3197,"Lieren","Apeldoorn","Gelderland",52.1622894,5.9887781
3198,"Loenen","Apeldoorn","Gelderland",52.1291347,6.0315049
3200,"Klarenbeek","Voorst","Gelderland",52.1847318,6.072406
3204,"Wilp","Voorst","Gelderland",52.2192375,6.1515414
3205,"Twello","Voorst","Gelderland",52.2505913,6.1032549
3208,"Teuge","Voorst","Gelderland",52.2354487,6.0489772
3209,"Terwolde","Voorst","Gelderland",52.2836031,6.0990234
3210,"Nijbroek","Voorst","Gelderland",52.2917672,6.0617326
3211,"Empe","Brummen","Gelderland",52.1552704,6.1410918
3212,"Deventer","Deventer","Overijssel",52.2515782,6.1556741
3232,"Colmschate","Deventer","Overijssel",52.248611,6.218333
3233,"Diepenveen","Deventer","Overijssel",52.3163556,6.1224717
3235,"Schalkhaar","Deventer","Overijssel",52.268486,6.1940083
3236,"Lettele","Deventer","Overijssel",52.2765024,6.2719909
3237,"Okkenbroek","Deventer","Overijssel",52.2983662,6.320483
3238,"Bathmen","Deventer","Overijssel",52.2503032,6.2860997
3239,"Steenenkamer","Voorst","Gelderland",52.2440677,6.1489797
3240,"Nijverdal","Hellendoorn","Overijssel",52.36435,6.4605672
3244,"Hellendoorn","Hellendoorn","Overijssel",52.3870446,6.4542947
3245,"Haarle","Tubbergen","Overijssel",52.359722,6.380278
3246,"Holten","Rijssen-Holten","Overijssel",52.2824387,6.4210583
3248,"Rijssen","Rijssen-Holten","Overijssel",52.2824387,6.4210583
3252,"Zuna","Wierden","Overijssel",52.3296389,6.5084591
3253,"Notter","Wierden","Overijssel",52.333679,6.5193307
3254,"Enter","Wierden","Overijssel",52.294847,6.5780796
3255,"Goor","Hof van Twente","Overijssel",52.3560394,6.9546341
3258,"Markelo","Hof van Twente","Overijssel",52.2318971,6.5000676
3259,"Diepenheim","Hof van Twente","Overijssel",52.200578,6.5579901
3260,"Haaksbergen","Haaksbergen","Overijssel",52.1683937,6.7169852
3264,"Delden","Hof van Twente","Overijssel",52.26275,6.71243
3266,"Ambt Delden","Hof van Twente","Overijssel",52.2707575,6.6395438
3267,"Hengevelde","Hof van Twente","Overijssel",52.1973319,6.6395278
3268,"Bentelo","Hof van Twente","Overijssel",52.2253675,6.6836861
3269,"Enschede","Enschede","Overijssel",52.204661,6.8812288
3305,"Deurningen","Dinkelland","Overijssel",52.3000363,6.8369416
3307,"Oldenzaal","Oldenzaal","Overijssel",52.312599,6.930282
3315,"Losser","Losser","Overijssel",52.2630065,7.0054757
3318,"Glane","Losser","Overijssel",52.233839,7.0033132
3319,"Overdinkel","Losser","Overijssel",52.2402256,7.0335926
3320,"De Lutte","Losser","Overijssel",52.3149047,6.9874149
3322,"Denekamp","Dinkelland","Overijssel",52.3744014,7.0061041
3324,"Weerselo","Dinkelland","Overijssel",52.3514479,6.8540934
3326,"Saasveld","Dinkelland","Overijssel",52.331452,6.8074325
3327,"Almelo","Almelo","Overijssel",52.3578423,6.6624587
3338,"Aadorp","Almelo","Overijssel",52.37416,6.6289088
3339,"Mariaparochie","Tubbergen","Overijssel",52.3802348,6.7069399
3340,"Harbrinkhoek","Tubbergen","Overijssel",52.3850724,6.7205855
3341,"Borne","Borne","Overijssel",52.3002495,6.7572774
3345,"Zenderen","Borne","Overijssel",52.3231896,6.7258119
3346,"Hertme","Borne","Overijssel",52.3201799,6.7601777
3347,"Bornerbroek","Almelo","Overijssel",52.3085181,6.655053
3348,"Ootmarsum","Dinkelland","Overijssel",52.4080602,6.8974551
3350,"Tilligte","Dinkelland","Overijssel",52.4046707,6.9503282
3351,"Lattrop-Breklenkamp","Dinkelland","Overijssel",52.426667,6.975833
3352,"Agelo","Dinkelland","Overijssel",52.3925,6.886111
3353,"Oud-Ootmarsum","Dinkelland","Overijssel",52.4180102,6.9089293
3354,"Nutter","Dinkelland","Overijssel",52.4229625,6.8807226
3355,"Wierden","Wierden","Overijssel",52.3557835,6.5928269
3358,"Hoge Hexel","Wierden","Overijssel",52.3963222,6.5641148
3359,"Tubbergen","Tubbergen","Overijssel",52.4081486,6.7805151
3361,"Vasse","Tubbergen","Overijssel",52.4347951,6.831258
3362,"Hezingen","Tubbergen","Overijssel",52.44141,6.8567959
3363,"Mander","Tubbergen","Overijssel",52.4451854,6.8260297
3364,"Manderveen","Tubbergen","Overijssel",52.4453261,6.7781231
3365,"Albergen","Tubbergen","Overijssel",52.3732628,6.7636425
3366,"Fleringen","Tubbergen","Overijssel",52.3806059,6.8048226
3367,"Reutum","Tubbergen","Overijssel",52.3910739,6.8458257
3369,"Vriezenveen","Twenterand","Overijssel",52.412255,6.6253198
3372,"Bruinehaar","Twenterand","Overijssel",52.4700667,6.7053984
3373,"Westerhaar-Vriezenveensewijk","Twenterand","Overijssel",52.4474666,6.6340956
3375,"Langeveen","Tubbergen","Overijssel",52.4688342,6.7122981
3376,"Vroomshoop","Twenterand","Overijssel",52.4634837,6.5272757
3378,"Den Ham","Twenterand","Overijssel",52.4643982,6.4942602
3379,"Beerzerveld","Ommen","Overijssel",52.4931864,6.5751177
3380,"Geerdijk","Twenterand","Overijssel",52.473871,6.5361971
3381,"Daarlerveen","Hellendoorn","Overijssel",52.4427788,6.5770881
3382,"Daarle","Hellendoorn","Overijssel",52.4351093,6.536381
3383,"Bergentheim","Hardenberg","Overijssel",52.5267308,6.6147783
3384,"MariÃ«nberg","Hardenberg","Overijssel",52.5166667,6.5666667
3385,"Sibculo","Hardenberg","Overijssel",52.4819795,6.6370606
3386,"Kloosterhaar","Hardenberg","Overijssel",52.4952797,6.6701002
3387,"Bruchterveld","Hardenberg","Overijssel",52.5300436,6.6628427
3388,"Brucht","Hardenberg","Overijssel",52.5517272,6.6095023
3389,"Dedemsvaart","Hardenberg","Overijssel",52.6045875,6.4518059
3392,"Drogteropslagen","De Wolden","Drenthe",52.6224364,6.4977465
3393,"Balkbrug","Hardenberg","Overijssel",52.6005467,6.391224
3394,"Nieuwleusen","Dalfsen","Overijssel",52.5921271,6.2820886
3396,"Punthorst","Staphorst","Overijssel",52.613889,6.263333
3397,"Dalfsen","Dalfsen","Overijssel",52.5030365,6.2577077
3400,"Ommen","Ommen","Overijssel",52.5258675,6.4237139
3402,"Vilsteren","Ommen","Overijssel",52.5109849,6.3520644
3403,"ArriÃ«n","Ommen","Overijssel",52.5333333,6.45
3404,"Beerze","Ommen","Overijssel",52.5136479,6.5279649
3405,"Stegeren","Ommen","Overijssel",52.5236417,6.508687
3406,"Witharen","Ommen","Overijssel",52.5580135,6.3958443
3407,"Vinkenbuurt","Ommen","Overijssel",52.5786768,6.3358125
3408,"Coevorden","Coevorden","Drenthe",52.6668238,6.7438055
3411,"Dalen","Coevorden","Drenthe",52.6994032,6.7567822
3412,"Dalerpeel","Coevorden","Drenthe",52.6795361,6.6596398
3413,"Wachtum","Coevorden","Drenthe",52.7236641,6.7495309
3414,"Dalerveen","Coevorden","Drenthe",52.6950496,6.8099187
3415,"Stieltjeskanaal","Coevorden","Drenthe",52.6748679,6.8258857
3416,"Schoonebeek","Emmen","Drenthe",52.6621731,6.8828506
3418,"Zandpol","Emmen","Drenthe",52.6942061,6.8665361
3419,"Weiteveen","Emmen","Drenthe",52.6714283,6.9988843
3420,"Nieuw-Schoonebeek","Emmen","Drenthe",52.646371,6.9859122
3421,"Hardenberg","Hardenberg","Overijssel",52.5734115,6.6195476
3425,"Lutten","Hardenberg","Overijssel",52.6111248,6.5735742
3426,"Slagharen","Hardenberg","Overijssel",52.6268548,6.5571307
3427,"Schuinesloot","Hardenberg","Overijssel",52.6447125,6.5526705
3428,"Loozen","Hardenberg","Overijssel",52.5936784,6.6654677
3429,"Holthone","Hardenberg","Overijssel",52.6412029,6.6841063
3430,"De Krim","Hardenberg","Overijssel",52.633175,6.6427718
3433,"Gramsbergen","Hardenberg","Overijssel",52.6112646,6.674114
3434,"Ane","Hardenberg","Overijssel",52.613657,6.6530537
3435,"Anevelde","Hardenberg","Overijssel",52.5975062,6.6496078
3436,"Den Velde","Hardenberg","Overijssel",52.6003485,6.6914457
3437,"Holtheme","Hardenberg","Overijssel",52.6132395,6.6916399
3438,"Anerveen","Hardenberg","Overijssel",52.6314083,6.6572574
3439,"Radewijk","Hardenberg","Overijssel",52.570246,6.7106212
3440,"Venebrugge","Hardenberg","Overijssel",52.5605572,6.6737839
3441,"Hoogenweg","Hardenberg","Overijssel",52.5667895,6.6617967
3442,"Rheeze","Hardenberg","Overijssel",52.5468903,6.581385
3443,"Diffelen","Hardenberg","Overijssel",52.5238919,6.5586442
3444,"Heemserveen","Hardenberg","Overijssel",52.586265,6.5806667
3445,"Rheezerveen","Hardenberg","Overijssel",52.569017,6.5311769
3446,"Collendoorn","Hardenberg","Overijssel",52.5942909,6.5958059
3447,"Emmen","Emmen","Drenthe",52.7845481,6.8930276
3462,"Nieuw-Weerdinge","Emmen","Drenthe",52.8567203,6.9875144
3463,"Nieuw-Amsterdam","Emmen","Drenthe",52.7145064,6.863239
3464,"Sleen","Coevorden","Drenthe",52.7756717,6.8023989
3465,"Diphoorn","Coevorden","Drenthe",52.7700627,6.8197339
3466,"Erm","Coevorden","Drenthe",52.75,6.816667
3467,"Veenoord","Emmen","Drenthe",52.7145189,6.845464
3468,"Holsloot","Coevorden","Drenthe",52.7282157,6.8023629
3469,"Noord-Sleen","Coevorden","Drenthe",52.7918785,6.8022555
3470,"'t Haantje","Coevorden","Drenthe",52.8143455,6.8220143
3471,"Schoonoord","Coevorden","Drenthe",52.8463259,6.756837
3472,"De Kiel","Coevorden","Drenthe",52.8633699,6.7316824
3473,"Zweeloo","Coevorden","Drenthe",52.7943878,6.7306765
3474,"Wezup","Coevorden","Drenthe",52.8120962,6.719235
3475,"Wezuperbrug","Coevorden","Drenthe",52.8404098,6.7206171
3476,"Aalden","Coevorden","Drenthe",52.7918073,6.7175711
3477,"Meppen","Coevorden","Drenthe",52.7822588,6.6948796
3478,"Benneveld","Coevorden","Drenthe",52.776578,6.7461816
3479,"Eeserveen","Borger-Odoorn","Drenthe",52.8724234,6.761826
3481,"Oosterhesselen","Coevorden","Drenthe",52.757589,6.7173263
3482,"Gees","Coevorden","Drenthe",52.7495746,6.6910798
3483,"Zwinderen","Coevorden","Drenthe",52.7266049,6.6765411
3484,"Klijndijk","Borger-Odoorn","Drenthe",52.8304724,6.857936
3485,"Valthe","Borger-Odoorn","Drenthe",52.8454306,6.8941775
